participant,model,choice_only,start_index,objective,optimizer_success,valid,message,iterations,gradient_norm,projected_gradient_norm,near_boundary,log_k_R,log_k_L,log_beta,alpha,delta_L,log_b,log_sigma
2rrjzhgj9,choice_only,True,11,135.26074042676126,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,2.8421709603136124e-06,2.8421709603136124e-06,False,2.4461257566272363,-1.052077611926848,-1.012536862430834,,,,
2rrjzhgj9,choice_only,True,12,135.26074042676078,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,2.8421709603136124e-06,2.8421709603136124e-06,False,2.4461228697325383,-1.052083105637866,-1.012540003873219,,,,
2rrjzhgj9,choice_only,True,13,135.260740426764,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,2.8421709603136124e-06,2.8421709603136124e-06,False,2.446122095613996,-1.0520838811432476,-1.0125404368874795,,,,
2rrjzhgj9,choice_only,True,14,135.26074042676842,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,1.136868384125445e-05,1.136868384125445e-05,False,2.4461203673972673,-1.0520777582513414,-1.0125362377195493,,,,
2rrjzhgj9,choice_only,True,15,135.2607404267661,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,2.8421709603136124e-06,2.8421709603136124e-06,False,2.446122820205972,-1.0520848062359942,-1.0125408063986845,,,,
2rrjzhgj9,choice_only,True,16,135.2607404267966,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,1.136868384125445e-05,1.136868384125445e-05,False,2.446119045910281,-1.0520726126574116,-1.0125348968264964,,,,
2rrjzhgj9,choice_only,True,17,135.26074042676302,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,2.8421709603136124e-06,2.8421709603136124e-06,False,2.4461257311240083,-1.0520766247911668,-1.012536355128497,,,,
2rrjzhgj9,choice_only,True,18,135.26074042677052,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,1.136868384125445e-05,1.136868384125445e-05,False,2.4461234740882474,-1.052083765066784,-1.0125414381320352,,,,
2rrjzhgj9,choice_only,True,19,135.26074042682382,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,1.9895196722195285e-05,1.9895196722195285e-05,False,2.4461187993620377,-1.052088146804087,-1.0125449060971885,,,,
3lmzwis6r,choice_only,True,0,79.79649503624341,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,1.4210854801568062e-06,1.4210854801568062e-06,False,-0.1396939392620737,-0.2514093674471938,1.6074475595406115,,,,
3lmzwis6r,choice_only,True,1,79.79649503624343,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,2.842170944536394e-06,2.842170944536394e-06,False,-0.13969394062770135,-0.2514093896431642,1.6074475132168642,,,,
3lmzwis6r,choice_only,True,2,79.79649503624564,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,1.5631940194950167e-05,1.5631940194950167e-05,False,-0.1396939680570796,-0.2514095925297013,1.607447113124407,,,,
3lmzwis6r,choice_only,True,3,79.79649503624344,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,1.421085472268197e-06,1.421085472268197e-06,False,-0.13969397237644032,-0.2514093898305647,1.6074474815124091,,,,
3lmzwis6r,choice_only,True,4,79.79649503624347,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,1.4210854801568062e-06,1.4210854801568062e-06,False,-0.13969391815450358,-0.2514093954878562,1.6074474541607646,,,,
3lmzwis6r,choice_only,True,5,79.79649503624752,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,1.2789769321411256e-05,1.2789769321411256e-05,False,-0.13969408842447115,-0.25140950909514825,1.6074468311463852,,,,
3lmzwis6r,choice_only,True,6,79.79649503624537,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,2.273736755629115e-05,2.273736755629115e-05,False,-0.13969387117619445,-0.2514095122054515,1.6074476036914347,,,,
3lmzwis6r,choice_only,True,7,79.79649503624343,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,1.421085472268197e-06,1.421085472268197e-06,False,-0.13969394900532134,-0.25140939848006505,1.6074474754533838,,,,
3lmzwis6r,choice_only,True,8,79.79649503624753,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,2.5579538500827548e-05,2.5579538500827548e-05,False,-0.13969416852746952,-0.2514095108390442,1.607447666258763,,,,
3lmzwis6r,choice_only,True,9,84.14155697354073,True,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,11.236654990173555,11.236654990173555,False,-0.5823735272502925,-0.29547471134401126,0.9680693319343824,,,,
3lmzwis6r,choice_only,True,10,79.79649503624434,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,9.947598305877379e-06,9.947598305877379e-06,False,-0.13969411082242153,-0.25140941216606316,1.6074475199340925,,,,
3lmzwis6r,choice_only,True,11,79.79649503624348,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,4.263256416804591e-06,4.263256416804591e-06,False,-0.13969393307977088,-0.2514094159868233,1.6074474612961553,,,,
3lmzwis6r,choice_only,True,12,79.79649503624672,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,2.273736755629115e-05,2.273736755629115e-05,False,-0.13969397075668158,-0.2514093609462251,1.607447053500365,,,,
3lmzwis6r,choice_only,True,13,79.79649503625363,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,3.268496586216853e-05,3.268496586216853e-05,False,-0.13969434309503023,-0.2514095068308403,1.6074478641385341,,,,
3lmzwis6r,choice_only,True,14,79.7964950362623,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,4.1211478695777715e-05,4.1211478695777715e-05,False,-0.13969460903690284,-0.25140930689172036,1.6074468075267268,,,,
3lmzwis6r,choice_only,True,15,79.79649503625869,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,1.9895196722195285e-05,1.9895196722195285e-05,False,-0.1396941008342127,-0.2514090293974798,1.607448794538421,,,,
3lmzwis6r,choice_only,True,16,79.79649503625535,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,3.694822227897312e-05,3.694822227897312e-05,False,-0.13969390005906632,-0.25140986320889813,1.6074466033978492,,,,
3lmzwis6r,choice_only,True,17,79.79649503624705,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,1.2789769250413774e-05,1.2789769250413774e-05,False,-0.13969422749973037,-0.25140955297337736,1.6074470135536076,,,,
3lmzwis6r,choice_only,True,18,79.79649503625741,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,3.836930775124132e-05,3.836930775124132e-05,False,-0.13969458959025302,-0.2514094005071263,1.6074477470494926,,,,
3lmzwis6r,choice_only,True,19,79.79649503624344,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,1.4210854801568062e-06,1.4210854801568062e-06,False,-0.1396939456093179,-0.2514093955324928,1.607447471375243,,,,
4f8msviwg,choice_only,True,0,109.6717983784623,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,1.4210854801568062e-06,1.4210854801568062e-06,False,-0.29916212838318806,1.1775145446148516,0.46612678675979774,,,,
4f8msviwg,choice_only,True,1,109.67179837846264,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,4.263256416804591e-06,4.263256416804591e-06,False,-0.29916221884825345,1.1775148321575717,0.46612669085881514,,,,
4f8msviwg,choice_only,True,2,109.67179837856493,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,5.4001247946191485e-05,5.4001247946191485e-05,False,-0.29916033687534954,1.1775191719517595,0.4661256869076548,,,,
4f8msviwg,choice_only,True,3,109.67179837846334,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,8.526512833609183e-06,8.526512833609183e-06,False,-0.29916214075001185,1.177514767057927,0.46612657448732003,,,,
4f8msviwg,choice_only,True,4,109.67179837846898,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,1.9895196611754758e-05,1.9895196611754758e-05,False,-0.29916224521581936,1.177514031907476,0.4661262427715872,,,,
4f8msviwg,choice_only,True,5,109.67179837846345,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,2.8421709603136124e-06,2.8421709603136124e-06,False,-0.299162047722262,1.1775137288818711,0.46612690647139043,,,,
4f8msviwg,choice_only,True,6,109.67179837846875,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,1.7053025667218365e-05,1.7053025667218365e-05,False,-0.29916287294053284,1.1775145106118818,0.46612669416468155,,,,
4f8msviwg,choice_only,True,7,109.67179837846281,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,2.8421709603136124e-06,2.8421709603136124e-06,False,-0.29916216902334886,1.1775140017047472,0.4661268357120625,,,,
4f8msviwg,choice_only,True,8,109.67179837846273,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,1.4210854801568062e-06,1.4210854801568062e-06,False,-0.299162117232551,1.177515134775387,0.4661268038977309,,,,
4f8msviwg,choice_only,True,9,109.67179837846288,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,5.684341889072788e-06,5.684341889072788e-06,False,-0.2991620128470809,1.177514324643157,0.466126718107855,,,,
4f8msviwg,choice_only,True,10,109.67179837846233,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,1.4210854801568062e-06,1.4210854801568062e-06,False,-0.29916213397668145,1.1775144054062634,0.4661268190960335,,,,
4f8msviwg,choice_only,True,11,109.67179837849174,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9,1.7053025667218365e-05,1.7053025667218365e-05,False,-0.2991612862200146,1.1775180036842314,0.4661272598994132,,,,
4f8msviwg,choice_only,True,12,109.67179837846749,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,1.2789769250413774e-05,1.2789769250413774e-05,False,-0.2991614768234768,1.1775144354955491,0.46612701783317695,,,,
4f8msviwg,choice_only,True,13,109.67179837846346,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,5.684341889072788e-06,5.684341889072788e-06,False,-0.2991623268328644,1.1775147320252985,0.46612657090107673,,,,
4f8msviwg,choice_only,True,14,109.67179837846277,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,4.263256416804591e-06,4.263256416804591e-06,False,-0.29916197115610793,1.177514400974776,0.4661267759636085,,,,
4f8msviwg,choice_only,True,15,109.67179837846253,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,2.842170944536394e-06,2.842170944536394e-06,False,-0.29916199703759533,1.1775146064442894,0.466126861802968,,,,
4f8msviwg,choice_only,True,16,109.67179837846328,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,5.684341889072788e-06,5.684341889072788e-06,False,-0.2991621171796776,1.177515297102525,0.4661269117427019,,,,
4f8msviwg,choice_only,True,17,109.67179837846267,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,2.842170944536394e-06,2.842170944536394e-06,False,-0.29916227946031493,1.1775144420124246,0.46612671739975303,,,,
4f8msviwg,choice_only,True,18,109.67179837846241,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,2.842170944536394e-06,2.842170944536394e-06,False,-0.2991621752148548,1.177514347120483,0.4661267923157252,,,,
4f8msviwg,choice_only,True,19,109.67179837847979,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,2.415845302855935e-05,2.415845302855935e-05,False,-0.29916170679175763,1.1775120739926337,0.46612641591362414,,,,
52b64k0rp,choice_only,True,0,144.12862579411654,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,0.42261661094383257,2.8421709603136124e-06,True,1.9434785781602817,2.665771008759202,-4.60517,,,,
52b64k0rp,choice_only,True,1,144.12862579413667,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,0.42261092660191196,8.526512880940836e-06,True,1.9434873051845927,2.6657728357849453,-4.60517,,,,
52b64k0rp,choice_only,True,2,144.12862579411987,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,0.42261376877287227,2.8421709603136124e-06,True,1.9434834804745897,2.6657688203564383,-4.60517,,,,
52b64k0rp,choice_only,True,3,144.12862579420644,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,0.422602400089031,1.136868384125445e-05,True,1.94349541590632,2.665777302750282,-4.60517,,,,
52b64k0rp,choice_only,True,4,144.12862579412305,True,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,9,0.42261661094383257,0.0,True,1.9434747349246753,2.665770967809703,-4.60517,,,,
52b64k0rp,choice_only,True,5,144.12862579413988,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,0.42262513745671354,2.8421709603136124e-06,True,1.943473433997842,2.6657613982678052,-4.60517,,,,
52b64k0rp,choice_only,True,6,144.12862579412055,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,0.4226194531147929,2.8421709603136124e-06,True,1.9434810499932846,2.6657645516942634,-4.60517,,,,
52b64k0rp,choice_only,True,7,144.1286257941236,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,0.4226222952857532,2.8421709603136124e-06,True,1.9434802331908656,2.6657630852344476,-4.60517,,,,
52b64k0rp,choice_only,True,8,144.2861694216915,True,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7,0.686208072316198,0.686208072316198,False,1.9072352076802117,3.0781311788479,-4.321649281824601,,,,
52b64k0rp,choice_only,True,9,144.1286257941265,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,0.4226222952857532,2.8421709603136124e-06,True,1.9434781670442522,2.665762258444312,-4.60517,,,,
52b64k0rp,choice_only,True,10,144.12862579413604,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,0.42260808443095166,2.8421709603136124e-06,True,1.9434853591576955,2.6657756743384406,-4.60517,,,,
52b64k0rp,choice_only,True,11,144.12862579411626,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,0.42261661094383257,2.8421709603136124e-06,True,1.9434811889900088,2.665767971826779,-4.60517,,,,
52b64k0rp,choice_only,True,12,144.12862579414144,True,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,10,0.42261661094383257,0.0,True,1.943487891458932,2.665764114968285,-4.60517,,,,
52b64k0rp,choice_only,True,13,144.12862579411956,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,0.42261661094383257,2.8421709603136124e-06,True,1.9434824691698287,2.6657662290460546,-4.60517,,,,
52b64k0rp,choice_only,True,14,144.12862579413087,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9,0.4226222952857532,2.8421709603136124e-06,True,1.9434723552076842,2.66576775527571,-4.60517,,,,
52b64k0rp,choice_only,True,15,144.12862579417077,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,0.42261661094383257,1.136868384125445e-05,True,1.9434927967799047,2.6657650800482338,-4.60517,,,,
52b64k0rp,choice_only,True,16,144.12862579417842,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,0.42263366396959445,5.684341920627225e-06,True,1.9434696524259023,2.6657569667366308,-4.60517,,,,
52b64k0rp,choice_only,True,17,144.12862579411615,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,0.42261661094383257,2.8421709603136124e-06,True,1.9434797891768547,2.665767054223041,-4.60517,,,,
52b64k0rp,choice_only,True,18,144.12862579411635,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,0.4226194531147929,2.8421709603136124e-06,True,1.943477618491411,2.6657689334548627,-4.60517,,,,
52b64k0rp,choice_only,True,19,144.12862579411532,True,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,10,0.42261661094383257,0.0,True,1.9434800187502344,2.6657690362999715,-4.60517,,,,
5wlmihb4c,choice_only,True,0,134.1223371591223,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,2.0465506747091817,2.8421709603136124e-06,True,4.60517,-1.0123361795982166,-0.5816333885813886,,,,
5wlmihb4c,choice_only,True,1,134.12233715912183,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,2.0465506747091817,2.8421709603136124e-06,True,4.60517,-1.0123366846728947,-0.5816336342360802,,,,
5wlmihb4c,choice_only,True,2,134.1223371591222,True,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,2.0465506747091817,0.0,True,4.60517,-1.012336235157508,-0.5816333080316443,,,,
5wlmihb4c,choice_only,True,3,134.1223371591226,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,2.0465506747091817,5.684341857518352e-06,True,4.60517,-1.0123363184826524,-0.5816331038474062,,,,
5wlmihb4c,choice_only,True,4,134.1223371591219,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,2.0465506747091817,2.8421709603136124e-06,True,4.60517,-1.0123366986549938,-0.5816334560229148,,,,
5wlmihb4c,choice_only,True,5,134.12233715912254,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,2.0465535168801416,8.526512786277529e-06,True,4.60517,-1.0123364289313912,-0.5816331228616552,,,,
5wlmihb4c,choice_only,True,6,134.122337159122,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,2.0465506747091817,2.842170928759176e-06,True,4.60517,-1.0123366973651473,-0.5816337321315496,,,,
5wlmihb4c,choice_only,True,7,134.12233715912504,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,2.0465506747091817,8.526512786277529e-06,True,4.60517,-1.0123369377501132,-0.581634305434957,,,,
5wlmihb4c,choice_only,True,8,134.1223371591227,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,2.0465506747091817,2.8421709603136124e-06,True,4.60517,-1.0123370767084825,-0.5816338166068086,,,,
5wlmihb4c,choice_only,True,9,134.12233715913237,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,2.0465535168801416,8.526512786277529e-06,True,4.60517,-1.012335189350944,-0.5816321672390902,,,,
5wlmihb4c,choice_only,True,10,134.122337159122,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,2.0465506747091817,2.8421709603136124e-06,True,4.60517,-1.0123363902056914,-0.5816335618604274,,,,
5wlmihb4c,choice_only,True,11,134.12233715912183,True,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,13,2.0465506747091817,0.0,True,4.60517,-1.0123366565233032,-0.581633618202058,,,,
5wlmihb4c,choice_only,True,12,134.12233715912177,True,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,13,2.0465506747091817,0.0,True,4.60517,-1.0123365767779258,-0.581633494668672,,,,
5wlmihb4c,choice_only,True,13,134.12233715912618,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,2.0465506747091817,8.526512880940836e-06,True,4.60517,-1.0123375474400922,-0.581633507390342,,,,
5wlmihb4c,choice_only,True,14,134.12233715912194,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,2.0465506747091817,2.842170928759176e-06,True,4.60517,-1.0123367012176872,-0.5816336970877736,,,,
5wlmihb4c,choice_only,True,15,134.12233715912177,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,2.0465506747091817,2.8421709603136124e-06,True,4.60517,-1.0123366188646972,-0.581633520535436,,,,
5wlmihb4c,choice_only,True,16,134.12233715912197,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,2.0465506747091817,2.8421709603136124e-06,True,4.60517,-1.0123367923577544,-0.5816335258905166,,,,
5wlmihb4c,choice_only,True,17,134.1223371591222,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,2.0465506747091817,2.8421709603136124e-06,True,4.60517,-1.0123362264923983,-0.5816333316134674,,,,
5wlmihb4c,choice_only,True,18,134.12233715912322,True,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,10,2.0465535168801416,0.0,True,4.60517,-1.0123371627631934,-0.5816339570606431,,,,
5wlmihb4c,choice_only,True,19,134.1223371591221,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,2.0465506747091817,2.842170928759176e-06,True,4.60517,-1.0123366763809916,-0.5816337679411632,,,,
6owg3par9,choice_only,True,0,126.18151289481811,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,1.1368683778145576e-05,1.1368683778145576e-05,False,0.304339093792212,-0.2895762106497211,1.2640131588761776,,,,
6owg3par9,choice_only,True,1,126.1815128948156,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,2.842170944536394e-06,2.842170944536394e-06,False,0.30433907941874117,-0.28957597131202123,1.2640136702516642,,,,
6owg3par9,choice_only,True,2,126.18151289481575,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,4.263256440470418e-06,4.263256440470418e-06,False,0.3043390728303504,-0.289575978464939,1.264013752683397,,,,
6owg3par9,choice_only,True,3,126.18151289481844,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,2.5579538500827548e-05,2.5579538500827548e-05,False,0.30433912586901696,-0.2895757615732323,1.2640135596179833,,,,
6owg3par9,choice_only,True,4,126.18151289481568,True,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,19,0.0,0.0,False,0.3043390792353082,-0.28957601722810716,1.2640134885813465,,,,
6owg3par9,choice_only,True,5,126.18151289481594,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,1.4210854801568062e-06,1.4210854801568062e-06,False,0.30433909011641797,-0.28957604094609385,1.2640133837840304,,,,
6owg3par9,choice_only,True,6,126.18151289481582,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,7.105427361340985e-06,7.105427361340985e-06,False,0.30433913397722745,-0.28957597273200975,1.2640134958935285,,,,
6owg3par9,choice_only,True,7,126.1815128948172,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,1.847411113948656e-05,1.847411113948656e-05,False,0.30433902088407133,-0.28957580222771007,1.2640136991493884,,,,
6owg3par9,choice_only,True,8,126.1815128948156,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,2.842170944536394e-06,2.842170944536394e-06,False,0.3043390803866572,-0.2895759745601437,1.2640136555373618,,,,
6owg3par9,choice_only,True,9,126.18151289481574,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,5.684341889072788e-06,5.684341889072788e-06,False,0.3043391051985144,-0.2895760325483523,1.2640134819981503,,,,
6owg3par9,choice_only,True,10,126.18151289481712,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,1.9895196611754758e-05,1.9895196611754758e-05,False,0.3043391947515847,-0.28957588091608205,1.2640138347915066,,,,
6owg3par9,choice_only,True,11,126.18151289483134,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,4.1211478695777715e-05,4.1211478695777715e-05,False,0.3043393328595748,-0.289576516168475,1.2640128171402754,,,,
